age,duration,previous,y
43,53,0,no
30,205,0,no
44,68,0,no
31,434,0,yes
26,109,0,no
36,189,0,no
44,209,0,no
28,226,2,yes
27,537,0,yes
47,176,0,no
26,78,1,no
32,479,0,yes
57,42,0,no
29,168,0,no
69,103,1,no
42,81,1,no
45,219,0,no
41,163,0,no
46,140,0,no
49,865,0,no
31,253,0,no
47,30,0,no
40,454,0,no
28,206,0,no
60,199,0,no
52,99,0,no
31,629,1,yes
50,485,0,no
33,526,0,yes
32,325,0,no
37,6,0,no
31,46,0,no
58,663,0,yes
70,61,1,no
29,150,0,no
54,71,0,no
31,22,0,no
35,98,2,no
37,73,0,no
59,117,0,no
31,47,0,no
31,255,1,yes
36,150,0,no
30,195,3,no
31,693,0,no
35,231,0,no
53,131,0,no
31,95,0,no
28,16,0,no
43,153,0,no
45,263,0,no
33,252,2,yes
48,175,0,no
38,420,0,yes
30,14,0,no
30,399,0,no
35,154,0,no
59,222,0,no
38,510,0,no
53,168,0,no
29,314,1,no
29,227,0,no
40,237,0,no
43,118,0,no
30,162,0,no
42,192,0,no
32,78,0,no
34,85,0,yes
39,90,0,no
45,107,0,no
36,183,0,no
33,191,2,no
33,86,0,no
50,185,0,no
33,245,0,no
39,125,0,no
20,267,0,no
34,53,0,no
49,259,0,no
29,534,0,no
36,140,0,no
60,82,0,no
49,104,0,no
34,98,1,no
30,127,0,no
41,108,1,no
37,164,0,no
45,135,0,no
22,297,0,no
32,151,0,no
28,114,0,no
26,212,0,no
29,718,0,yes
39,565,0,no
32,154,0,no
46,154,0,no
35,93,0,no
32,52,0,no
52,85,0,no
43,183,0,no
25,1008,0,yes
36,379,0,no
39,63,0,no
52,678,0,no
40,88,2,no
44,100,0,no
53,121,0,no
55,74,0,no
47,14,0,no
42,241,0,no
30,254,0,no
25,161,0,no
39,99,0,no
30,129,0,no
28,81,0,no
36,231,4,no
34,191,0,no
45,242,0,no
47,678,0,no
38,121,0,no
42,153,0,no
30,717,0,no
59,186,0,no
34,288,0,no
55,106,0,no
37,158,0,no
73,659,0,yes
27,14,0,no
29,337,0,no
45,505,0,yes
52,118,0,no
40,64,0,no
23,81,0,no
29,767,0,yes
35,100,1,no
59,323,0,no
43,118,0,no
31,213,0,no
49,173,0,no
41,59,0,no
37,191,0,no
40,182,1,no
58,165,0,no
37,374,0,no
35,184,0,no
38,106,0,yes
41,83,0,no
30,154,0,no
26,530,0,no
59,181,0,no
37,102,0,no
37,205,0,no
52,248,0,no
23,116,0,no
21,102,0,no
36,123,0,no
57,93,1,no
35,90,0,no
42,140,0,no
31,176,0,no
35,63,0,no
32,130,0,no
33,89,1,no
27,325,1,yes
38,728,0,no
52,57,0,no
45,349,0,no
49,214,1,no
29,356,0,no
57,450,0,no
57,76,2,no
27,100,0,no
33,85,0,no
35,134,0,no
58,358,0,no
23,174,0,no
28,135,0,no
32,772,1,no
54,81,1,no
20,908,0,no
39,52,0,no
51,120,0,no
33,396,0,yes
84,106,0,no
34,73,0,no
25,28,0,no
34,206,0,no
31,63,0,no
42,362,0,no
47,252,0,no
28,176,0,no
50,49,0,no
40,102,0,no
38,252,0,no
42,262,0,no
29,104,0,no
52,296,1,no
39,99,0,no
52,157,0,no
54,77,0,no
30,36,0,no
31,63,0,no
33,400,0,no
30,150,0,no
28,561,1,no
38,118,0,no
36,162,0,no
42,109,0,no
34,49,0,no
34,191,0,no
47,107,0,no
45,591,0,no
52,333,0,no
35,389,0,no
32,242,1,no
35,360,2,yes
38,292,0,yes
29,157,5,no
32,432,0,no
35,91,1,no
41,69,1,no
38,91,0,no
28,201,1,no
41,168,0,no
43,380,0,no
25,201,0,no
59,739,1,no
31,282,1,yes
27,259,0,no
35,28,0,no
43,150,0,no
58,38,0,no
46,101,0,no
54,797,0,no
50,165,0,no
36,225,0,no
28,176,0,no
45,58,0,no
30,133,0,no
24,1012,0,yes
30,218,0,no
31,590,0,yes
42,180,0,no
52,71,0,no
42,426,0,no
54,82,0,yes
32,72,0,no
47,161,1,yes
53,154,0,no
24,169,0,no
28,15,0,no
85,462,1,yes
31,133,0,no
40,419,0,yes
31,246,0,no
49,336,0,no
35,220,0,no
53,358,0,no
55,54,0,no
33,26,0,no
41,150,0,no
25,184,0,no
35,191,0,no
51,158,0,no
36,148,0,no
37,11,1,no
41,265,0,no
50,143,0,no
39,290,0,no
51,191,0,no
46,162,0,no
30,90,0,no
48,17,1,no
42,252,0,no
40,82,0,no
47,256,0,no
41,72,0,no
40,215,0,no
53,304,0,no
45,77,0,no
36,57,0,no
47,57,2,no
46,243,0,no
31,60,1,no
35,520,0,no
38,287,0,no
71,207,0,yes
34,66,1,no
30,254,0,no
26,738,0,no
46,180,0,no
50,64,0,no
28,12,0,no
48,547,0,no
39,72,0,no
30,104,0,no
45,69,0,no
57,106,0,no
27,103,0,no
28,462,0,no
47,364,0,no
38,111,0,no
34,253,0,no
38,350,0,no
38,125,0,no
25,16,0,no
33,178,0,no
31,290,1,no
37,211,0,no
40,554,0,no
35,290,0,no
44,86,0,no
29,47,0,no
48,517,0,no
32,77,0,no
56,43,0,no
38,48,0,no
29,575,0,no
33,316,0,no
38,65,0,no
56,235,0,yes
45,254,1,no
59,413,0,no
23,262,0,no
38,572,0,no
27,540,0,yes
31,214,0,no
31,409,0,no
41,54,0,no
38,388,0,no
53,158,0,no
51,147,0,no
42,503,0,no
32,144,1,no
34,96,0,no
42,71,0,no
47,465,0,no
49,330,1,no
29,120,0,no
34,199,0,no
48,294,1,yes
39,51,0,no
36,1739,0,no
26,123,0,no
32,80,0,no
41,1571,0,yes
55,95,0,no
44,50,0,no
40,509,1,yes
50,634,0,yes
37,196,1,no
53,64,0,no
49,133,0,no
36,159,0,no
31,163,1,no
26,104,0,no
48,107,0,no
39,342,0,no
37,65,0,no
31,271,0,no
28,226,1,no
58,246,0,no
31,262,0,no
53,99,0,no
30,273,0,no
38,328,0,no
29,141,0,no
40,175,0,no
44,111,0,no
50,98,0,no
39,48,0,no
28,289,0,no
56,70,0,no
38,286,0,no
47,261,0,no
59,1207,1,yes
43,1084,1,yes
37,1138,1,yes
47,195,0,no
46,464,0,no
44,428,1,no
29,22,0,no
35,473,0,no
38,213,0,no
34,285,0,no
29,72,0,no
36,1174,0,yes
46,93,0,no
51,104,0,no
47,37,0,no
45,117,0,no
52,31,0,no
39,136,0,no
30,104,0,no
39,451,1,no
53,134,0,no
39,758,0,yes
29,215,1,no
38,390,0,no
43,8,0,no
56,158,0,no
32,404,0,no
34,285,1,yes
33,180,0,no
29,786,0,yes
34,414,0,no
58,325,0,no
42,258,0,no
37,675,0,no
30,194,0,no
45,228,0,no
51,297,0,no
35,299,0,no
44,124,0,no
41,51,0,no
42,153,0,no
29,808,0,no
43,284,0,no
50,84,0,no
58,3183,0,yes
55,88,1,no
30,253,0,no
41,300,0,no
53,91,0,no
25,311,0,no
56,400,0,no
30,169,0,no
29,139,0,no
41,1074,0,yes
29,492,0,no
31,244,0,no
35,294,0,no
31,90,0,no
56,115,0,no
73,273,1,no
25,271,1,no
59,58,1,no
36,195,0,no
29,1617,0,yes
33,201,1,no
36,154,0,no
27,105,0,no
52,36,0,no
37,180,1,no
45,106,1,no
30,341,0,no
49,117,0,no
26,154,0,yes
58,554,0,no
53,156,0,yes
25,132,0,no
53,86,0,no
59,2093,0,yes
44,134,0,no
28,186,0,no
48,221,0,no
30,207,0,no
54,523,0,yes
57,68,0,no
47,49,0,no
28,70,0,no
30,461,0,yes
32,141,0,no
36,339,0,no
29,69,0,no
54,47,0,no
35,788,0,yes
38,231,0,no
34,135,1,yes
33,142,0,no
35,326,0,no
38,13,1,no
50,549,1,no
43,26,0,no
39,583,0,yes
32,1871,0,no
34,416,0,no
37,258,1,no
45,221,1,no
27,106,0,no
41,258,3,yes
31,267,0,no
52,355,0,no
36,602,0,no
53,574,0,no
43,44,0,no
32,419,0,yes
38,430,0,no
32,98,0,no
50,167,0,no
30,162,0,no
32,340,0,no
54,39,1,no
31,425,0,no
41,579,0,yes
40,145,0,no
49,339,0,no
26,142,0,no
30,166,0,no
38,188,0,no
33,120,0,no
36,114,1,yes
26,136,0,no
41,140,0,no
38,234,0,no
25,18,0,no
24,167,0,no
34,75,0,no
43,255,0,no
45,454,0,no
36,173,0,no
33,225,1,no
51,153,0,no
34,130,0,yes
32,156,0,no
37,696,1,no
28,133,0,no
48,664,0,yes
32,123,0,no
37,1150,0,yes
40,69,0,no
59,517,0,no
42,78,0,no
28,430,0,no
45,845,2,no
32,166,0,no
42,1217,0,yes
33,180,0,no
40,45,0,no
48,76,0,no
35,137,1,no
59,91,0,no
30,214,0,no
36,456,0,no
38,301,0,no
55,95,0,no
42,179,0,no
47,88,0,no
31,650,0,no
44,112,0,no
41,209,0,no
43,84,0,no
37,289,0,no
50,100,0,no
23,287,0,no
41,317,0,no
37,249,0,no
29,30,0,no
49,135,1,no
40,459,0,no
56,177,0,no
69,199,0,no
35,50,0,no
37,123,0,no
48,317,3,yes
38,167,0,yes
35,193,0,no
31,327,0,no
32,237,1,no
42,651,1,yes
36,260,0,no
43,25,1,no
30,111,1,no
27,212,0,yes
25,247,0,no
37,60,0,no
55,77,1,no
50,104,0,no
33,419,0,no
46,153,0,no
40,405,0,no
40,319,0,no
39,77,0,no
33,524,0,no
40,178,1,no
39,442,0,no
46,196,0,no
29,94,0,no
33,727,0,no
53,188,0,no
39,188,0,no
40,52,0,no
31,145,0,no
37,149,0,no
46,115,0,no
52,140,0,no
25,355,0,no
44,80,0,no
41,290,0,no
27,386,0,no
41,123,0,no
41,248,0,no
31,95,0,no
30,386,0,no
37,88,0,no
26,99,1,no
43,21,0,no
34,528,0,no
50,281,0,no
37,61,0,no
47,49,0,no
34,72,0,no
59,69,0,no
26,472,0,no
33,681,0,no
36,951,1,yes
36,139,0,no
56,72,0,no
34,126,2,no
26,9,1,no
39,178,0,no
48,87,0,no
38,484,0,no
47,203,0,no
25,202,0,no
43,140,0,no
36,293,1,no
57,205,0,no
32,65,0,no
44,229,0,no
41,143,0,no
57,107,0,no
43,140,0,no
31,86,0,no
28,343,0,no
51,455,0,no
49,30,0,no
48,119,0,no
31,282,0,no
45,92,0,no
56,103,0,no
53,201,0,no
55,181,0,no
48,96,0,no
39,386,0,yes
46,143,0,no
44,250,0,no
34,675,0,no
53,245,0,no
42,63,0,no
36,396,0,no
40,635,0,no
40,337,0,no
39,333,0,no
40,248,0,no
57,199,0,no
37,180,0,no
76,326,1,yes
39,222,1,no
30,208,0,no
31,435,0,no
24,44,1,no
27,145,0,no
36,31,0,no
34,9,0,no
43,77,0,no
29,83,0,no
32,14,0,no
38,7,0,no
50,562,0,no
31,81,0,no
41,621,0,no
37,140,0,no
25,99,0,no
36,268,0,no
64,354,0,yes
43,175,0,no
45,141,0,no
39,94,0,no
46,196,0,no
44,109,0,no
45,174,1,no
30,298,0,no
52,183,0,no
49,203,0,no
34,230,3,yes
51,511,0,no
28,327,0,no
50,167,0,no
33,353,0,no
42,197,0,no
48,71,0,no
50,733,0,yes
36,156,0,no
29,281,1,yes
45,797,0,yes
32,214,0,no
48,187,0,no
38,156,0,yes
36,169,0,no
54,55,0,no
40,335,0,no
36,341,0,no
56,141,0,no
53,73,0,no
35,227,0,no
45,68,0,no
31,57,0,no
33,720,0,yes
43,175,1,no
44,212,0,no
41,82,0,no
36,28,0,no
63,479,0,yes
44,31,1,no
50,258,1,no
33,422,0,no
34,236,0,no
54,493,0,no
47,127,0,no
40,59,0,no
39,91,0,no
21,787,0,yes
34,205,0,yes
38,87,0,no
46,193,0,no
50,189,1,no
53,245,0,yes
31,172,1,no
49,82,0,no
25,35,0,no
43,355,0,no
45,275,0,no
43,48,0,no
25,32,0,no
30,173,0,no
49,117,0,no
35,112,0,no
37,943,0,yes
28,9,0,no
37,161,0,no
41,47,0,no
32,334,0,no
27,170,0,no
58,50,0,no
34,254,0,no
43,585,0,no
45,29,0,no
42,198,0,no
50,589,0,yes
35,194,0,no
40,394,0,no
45,7,0,no
39,46,0,no
28,221,0,no
25,14,0,no
55,190,0,no
58,103,0,no
47,180,0,no
41,504,0,no
41,345,0,no
40,40,0,no
39,215,0,no
63,298,0,yes
28,138,0,no
32,123,0,no
52,728,0,no
36,291,0,no
37,184,0,no
36,192,1,no
35,106,0,no
32,186,0,no
54,584,0,no
35,36,0,no
28,149,0,no
42,70,0,no
32,313,1,yes
59,193,0,yes
27,189,0,no
41,306,1,no
56,161,0,no
56,306,1,yes
73,245,0,no
48,42,0,no
55,194,0,no
29,207,0,no
46,329,0,no
38,204,0,no
31,234,0,no
49,197,0,no
26,77,0,no
26,494,0,no
42,190,0,no
38,89,0,no
40,260,0,no
53,405,0,no
55,299,0,no
56,143,0,no
49,297,0,no
44,126,0,no
34,652,0,no
27,47,0,no
48,544,0,no
29,300,0,no
46,305,0,no
54,76,0,no
56,1573,1,no
47,506,0,no
25,205,0,no
24,768,0,yes
71,78,1,no
54,11,0,no
25,179,1,yes
52,173,0,no
63,492,0,no
24,108,0,no
57,107,0,no
31,244,0,no
42,11,0,no
28,146,0,no
25,18,0,no
38,947,0,yes
27,97,0,no
30,101,0,no
53,107,0,yes
47,140,0,no
34,491,0,yes
34,145,0,no
55,214,0,no
26,79,0,no
53,144,0,no
51,826,0,no
29,605,0,yes
40,140,0,no
29,125,0,no
50,58,0,no
39,265,1,yes
60,198,1,no
33,171,0,no
37,95,0,no
58,123,0,no
53,205,1,no
31,82,0,no
53,257,0,no
36,354,0,yes
59,228,0,yes
48,220,0,no
45,54,0,no
44,250,0,no
52,412,0,no
36,731,0,yes
49,27,0,no
41,115,0,no
50,66,0,no
30,144,0,no
43,75,1,no
36,147,0,no
26,116,0,no
27,672,0,no
34,155,1,no
37,64,0,no
25,1212,0,no
34,394,0,no
47,165,0,no
28,125,0,no
56,319,0,no
36,402,0,no
64,301,1,yes
23,240,0,no
35,455,0,no
49,125,0,no
51,271,1,no
28,69,0,no
35,273,0,no
47,227,0,no
55,371,0,no
41,485,0,no
38,73,0,no
48,215,0,no
42,50,0,no
29,419,1,no
29,873,0,yes
59,511,1,yes
36,211,0,no
42,185,3,yes
68,546,1,yes
40,353,0,no
37,12,1,no
40,366,0,no
28,45,0,no
39,73,0,no
46,254,0,no
36,260,0,no
33,551,0,no
59,331,0,no
51,153,0,no
36,194,0,no
31,39,1,no
37,73,1,no
33,12,0,no
29,105,0,no
40,803,0,yes
37,264,0,no
53,62,0,no
35,57,0,no
38,113,0,no
38,256,0,no
30,114,0,no
57,84,0,no
45,944,1,yes
29,633,0,no
25,509,0,yes
30,39,0,no
52,622,0,no
45,165,0,no
26,94,0,no
49,169,3,yes
41,12,0,no
38,501,0,no
38,110,1,no
37,91,0,no
31,625,0,yes
39,179,0,no
55,258,0,no
30,177,0,no
55,761,0,yes
48,162,0,no
27,335,0,no
51,393,0,no
30,120,0,no
39,145,0,no
22,210,1,yes
39,364,0,no
39,501,0,no
31,188,0,yes
47,66,0,no
34,91,0,no
52,556,0,yes
35,379,0,no
38,290,0,no
45,174,0,no
23,123,0,no
36,86,0,no
35,293,0,no
38,204,0,no
33,337,0,no
28,166,0,no
78,274,0,yes
46,201,0,no
42,370,0,no
29,44,0,no
38,856,0,yes
40,117,0,yes
35,143,0,no
56,259,0,yes
35,44,0,no
49,89,1,no
43,200,1,no
47,63,0,no
38,71,0,no
49,251,0,no
36,153,0,no
43,35,0,no
57,230,0,no
30,315,0,no
41,157,0,no
54,80,0,no
45,323,0,no
41,41,0,no
31,132,0,no
57,306,0,no
38,122,0,no
29,58,0,no
30,263,0,no
38,170,0,no
55,119,0,no
57,349,0,no
32,309,0,no
29,431,2,yes
33,154,0,no
31,126,0,no
43,204,0,no
47,200,0,no
44,193,0,no
31,111,1,no
37,116,0,no
51,119,0,no
27,284,0,no
50,107,0,no
55,849,0,yes
34,179,0,yes
52,118,0,no
35,117,0,no
30,227,0,no
54,14,0,no
47,169,0,no
34,63,0,no
36,4,0,no
35,100,0,no
28,134,0,no
48,122,0,no
41,73,0,no
29,135,1,no
43,1540,0,yes
45,1579,1,yes
54,193,0,no
22,162,1,yes
40,638,0,yes
46,79,0,no
47,109,0,no
45,162,0,no
36,472,0,no
50,176,0,no
41,58,0,no
70,94,0,yes
51,324,0,no
40,456,0,no
41,89,0,no
79,510,0,yes
31,143,0,no
54,92,0,no
49,222,1,no
53,211,0,no
48,473,0,no
43,148,0,no
32,432,0,yes
58,266,1,yes
45,37,0,no
36,292,0,no
48,164,0,no
27,357,0,no
39,328,0,no
33,361,0,no
33,206,1,no
51,150,0,no
31,11,0,no
41,103,0,no
38,219,0,no
56,114,0,no
81,210,0,yes
46,279,0,yes
71,162,0,no
40,53,0,no
26,78,0,yes
28,1017,0,no
33,137,0,no
29,565,0,yes
26,198,0,no
55,362,0,no
72,44,0,no
34,217,1,no
57,80,0,no
27,329,0,no
34,60,0,no
42,337,0,no
26,297,1,no
35,203,1,no
34,686,0,yes
35,26,0,no
26,54,1,no
40,1259,0,yes
28,690,0,yes
35,238,0,no
30,193,0,no
31,239,0,yes
32,47,0,no
31,16,0,no
50,160,0,yes
43,306,0,no
28,163,0,no
37,115,0,no
44,650,0,no
43,177,0,no
32,172,0,no
34,156,0,no
40,17,0,no
36,593,0,yes
58,287,0,no
35,203,0,no
55,58,0,no
51,99,0,no
54,452,0,no
48,1096,0,yes
34,83,1,no
28,60,0,no
48,83,0,no
37,76,0,no
34,22,0,no
31,513,0,no
28,225,2,no
51,359,0,no
53,158,0,no
48,715,1,no
26,176,1,yes
43,1389,0,no
60,220,0,no
56,20,0,no
56,124,1,no
51,151,0,no
27,84,0,no
31,81,0,no
31,248,0,no
32,310,0,yes
39,145,0,no
28,41,0,no
29,142,0,no
71,353,0,yes
61,268,0,yes
48,121,0,no
35,523,1,no
36,130,0,no
55,385,0,no
47,238,0,no
57,49,0,no
47,94,0,no
34,119,0,no
39,297,0,no
34,339,0,no
31,147,0,no
35,94,0,no
40,28,0,no
43,213,0,no
42,157,0,no
50,246,0,no
53,148,0,no
56,480,2,yes
37,80,0,no
41,357,0,no
44,712,3,yes
58,180,1,no
29,290,0,no
32,675,0,yes
43,174,0,no
28,462,0,no
28,442,1,yes
53,206,0,no
52,158,0,no
39,332,0,no
35,149,0,no
49,182,0,no
53,367,1,no
39,159,0,no
32,259,0,no
31,314,0,no
41,244,0,no
46,182,0,no
28,419,0,no
36,108,1,no
35,159,0,no
55,148,0,no
32,235,1,no
35,882,0,yes
30,62,0,no
54,490,0,no
28,216,0,no
29,248,0,no
52,83,0,no
27,124,0,no
39,175,0,no
56,132,0,no
42,126,0,no
30,326,0,no
35,273,0,no
39,132,0,no
34,125,0,no
31,109,0,no
40,64,0,no
26,22,1,no
41,63,0,no
25,83,0,no
32,473,0,yes
56,87,0,no
38,474,0,no
32,97,0,no
30,1153,0,yes
49,142,0,no
38,107,0,no
28,576,0,yes
29,134,0,no
34,61,0,no
42,176,0,no
34,985,0,yes
30,156,0,no
38,346,3,no
41,188,0,no
47,177,1,no
35,124,0,no
33,172,0,no
30,127,0,no
38,271,3,yes
71,323,0,yes
50,31,0,no
30,577,0,no
23,34,0,no
39,353,0,no
45,340,0,no
41,139,0,no
48,306,0,no
46,149,0,no
27,423,0,yes
47,100,0,no
51,295,1,no
32,1531,0,yes
63,198,1,no
42,87,0,no
25,694,0,yes
39,132,0,no
47,223,0,no
47,151,1,no
30,307,0,no
54,138,0,no
31,259,0,no
34,406,1,no
49,152,0,no
37,301,1,yes
44,38,0,no
38,273,0,no
58,52,0,no
43,99,0,no
59,135,0,no
32,256,0,no
33,97,0,no
44,63,0,no
40,343,0,no
30,343,0,yes
41,273,1,no
49,171,0,no
36,403,0,no
42,271,0,no
45,96,0,no
34,148,0,no
38,172,1,no
45,130,0,no
29,536,0,no
23,158,0,no
28,128,0,no
36,78,0,no
45,191,0,no
42,144,0,no
52,13,0,no
47,502,0,no
47,18,0,no
45,291,0,no
53,16,0,no
55,567,0,no
53,80,0,no
37,95,0,no
25,56,0,no
49,364,1,no
34,250,0,yes
41,146,0,no
25,329,0,no
34,81,0,no
54,264,1,no
55,62,0,no
32,319,1,no
29,185,0,no
40,179,0,no
43,88,0,no
30,558,0,no
33,216,0,yes
22,218,0,yes
38,763,0,no
46,277,0,no
58,329,0,no
72,207,1,yes
48,347,2,no
27,133,0,no
28,184,0,no
27,73,0,no
38,681,0,no
51,108,0,no
38,110,1,no
52,134,0,no
31,582,1,no
54,157,0,no
45,79,0,no
52,272,0,no
25,189,0,no
36,249,0,no
39,198,0,no
49,276,0,no
36,291,1,no
43,18,0,no
60,83,1,no
36,296,0,no
29,139,1,no
36,127,0,no
44,1200,0,no
25,202,0,no
33,184,0,no
47,378,0,no
35,114,0,no
25,483,0,no
32,297,0,no
32,78,0,no
48,141,0,no
25,437,0,yes
72,1,1,no
53,169,0,no
38,223,0,no
28,212,0,no
35,113,1,no
31,906,1,no
51,39,0,no
37,481,4,yes
33,235,1,yes
40,81,0,no
55,247,0,no
28,131,0,no
31,312,0,no
27,404,1,yes
29,327,0,no
40,211,0,no
60,360,0,no
58,25,0,no
36,48,0,no
51,830,1,yes
44,116,0,no
20,187,0,no
36,529,0,no
59,291,0,no
31,196,0,no
47,92,0,no
32,12,0,no
35,377,0,no
42,12,0,no
31,1033,0,yes
52,131,0,no
35,134,0,no
38,90,0,no
33,113,0,no
35,355,0,no
43,193,0,no
29,288,0,no
32,23,0,no
35,131,0,no
33,64,0,no
49,139,0,no
54,566,0,no
46,529,0,no
29,728,0,no
34,68,0,no
45,173,0,no
42,156,0,no
40,174,0,no
36,124,0,no
49,133,0,no
57,384,0,no
34,343,0,no
59,87,0,no
30,173,0,no
43,466,0,no
31,161,0,no
35,270,0,no
37,844,0,no
43,128,0,no
33,636,0,no
31,230,0,no
39,57,0,no
43,296,0,no
37,302,0,no
39,170,1,yes
36,245,0,no
41,240,0,no
33,165,0,yes
37,52,0,no
31,95,0,no
35,147,0,no
35,149,0,no
29,198,0,no
44,460,0,no
34,84,0,no
29,293,0,no
38,106,2,no
59,285,0,no
57,563,0,yes
55,153,0,no
31,255,0,no
40,66,0,no
50,1365,1,yes
38,46,0,no
40,85,0,no
36,360,0,no
37,54,1,no
30,225,0,no
39,158,0,no
49,190,0,no
57,268,0,no
43,121,1,no
31,85,0,no
34,1302,0,yes
35,91,0,no
40,132,1,no
38,136,0,no
41,131,0,no
30,117,0,no
34,18,0,no
28,237,0,yes
37,63,0,no
42,77,1,no
31,338,0,no
51,139,0,no
39,213,0,no
26,256,0,no
46,458,0,no
42,57,0,no
36,65,1,no
33,64,0,no
34,478,0,no
27,242,2,no
43,175,0,no
38,428,0,no
39,173,0,no
49,560,0,no
34,203,0,no
26,112,0,no
45,189,0,no
24,1193,0,no
57,601,0,no
54,229,1,no
52,676,0,yes
28,174,0,no
54,420,0,no
56,51,0,no
31,120,0,no
29,302,1,no
47,911,0,yes
47,63,1,no
32,26,1,no
48,252,0,no
37,210,0,no
37,181,0,no
39,312,0,no
41,126,0,no
52,110,0,no
36,187,1,no
52,600,0,yes
27,102,0,no
30,133,0,no
53,250,0,no
30,288,1,no
78,87,0,yes
34,161,0,no
30,141,0,no
36,142,0,no
24,210,0,no
40,106,0,no
36,10,0,no
29,243,0,no
37,65,0,no
34,164,0,no
56,286,0,no
37,356,0,no
26,117,0,no
58,231,0,no
40,69,2,no
49,78,1,no
29,91,0,no
53,74,0,no
53,345,0,yes
34,135,0,no
25,835,0,no
33,21,0,no
40,68,0,no
37,1663,0,yes
53,531,0,yes
57,43,0,no
39,165,0,no
26,173,0,no
30,140,0,no
25,294,1,yes
27,75,0,no
23,409,2,yes
31,141,0,no
54,127,0,no
25,13,0,no
35,108,0,no
41,59,0,no
57,221,0,no
37,364,0,no
36,261,0,no
39,168,0,no
42,94,0,no
38,76,0,no
34,41,0,no
26,189,1,no
47,226,1,no
30,181,0,no
33,1132,0,yes
36,117,0,no
39,103,1,no
51,119,0,no
29,12,0,no
29,206,0,no
57,1276,0,no
35,320,0,no
41,150,0,no
60,174,0,no
53,199,0,no
53,134,0,no
43,263,0,no
33,585,1,no
31,142,0,yes
31,189,0,no
24,242,0,no
57,156,0,no
29,725,1,yes
53,565,0,yes
32,440,0,no
42,26,0,no
47,390,0,no
47,221,0,no
42,120,0,no
47,260,0,no
42,100,0,yes
55,92,0,no
33,453,0,no
30,421,0,no
30,465,0,yes
42,323,0,no
54,543,0,no
58,64,0,no
33,236,0,no
31,224,2,no
28,70,0,no
32,202,0,no
34,175,0,no
46,22,0,no
33,123,0,no
35,217,0,no
31,227,0,no
32,108,0,no
47,80,0,no
58,483,0,no
49,92,0,no
29,460,0,yes
42,205,0,no
37,321,0,yes
32,176,0,no
51,176,1,no
45,161,0,no
44,274,0,no
35,185,1,no
31,148,0,no
43,155,0,no
57,35,0,no
29,792,1,yes
34,263,0,no
28,262,0,no
38,69,0,no
43,902,0,no
47,33,0,no
25,539,0,no
30,358,0,no
31,226,0,yes
57,76,0,no
52,483,0,no
34,432,0,no
45,19,0,no
34,553,0,yes
30,144,0,no
50,118,0,no
36,422,1,no
51,220,0,no
31,555,0,no
28,244,1,no
54,28,0,no
29,993,0,yes
60,515,0,no
48,152,0,no
39,198,0,no
52,210,0,no
31,370,0,no
30,199,0,no
59,113,0,no
32,111,0,no
31,305,0,yes
55,342,0,no
30,379,0,no
51,81,0,no
30,257,0,no
58,70,0,no
33,111,0,no
40,145,0,no
32,6,1,no
53,27,0,no
47,133,0,no
31,1094,0,no
24,39,0,no
31,244,0,no
48,85,0,no
21,239,0,no
36,25,0,no
49,202,0,no
36,230,0,no
29,366,1,yes
36,237,0,no
29,296,0,no
31,161,1,no
29,107,0,no
38,81,1,no
37,598,1,no
32,16,0,no
47,138,0,no
38,456,1,no
59,124,0,yes
42,99,0,no
37,248,0,no
58,173,0,no
27,189,0,no
31,269,0,no
47,292,0,no
33,397,2,yes
32,160,0,no
47,181,0,no
27,356,1,no
32,800,0,no
29,586,0,no
42,139,0,no
47,183,1,no
30,385,0,no
56,124,0,no
33,176,1,no
31,34,0,no
48,132,0,no
58,179,0,no
33,11,0,no
45,243,0,no
41,364,1,no
28,213,0,no
34,180,2,no
42,120,1,no
25,510,0,no
27,98,1,no
36,86,0,no
33,176,0,no
35,91,0,no
46,599,0,no
51,197,0,no
60,123,0,no
39,155,0,no
50,140,0,no
50,146,0,no
35,67,0,no
36,281,0,no
39,122,0,no
50,129,0,no
32,151,1,no
29,153,1,no
46,180,0,no
40,21,0,no
35,564,0,no
45,107,0,no
33,72,0,no
30,37,0,no
22,170,0,no
32,421,0,no
40,288,0,no
59,158,1,no
28,140,0,no
44,159,0,no
29,239,0,no
37,165,0,no
28,182,0,no
35,345,0,no
36,130,0,no
46,348,0,no
27,289,0,no
37,109,0,no
56,364,0,no
44,136,0,no
34,256,1,no
37,258,0,no
32,1121,1,no
53,119,0,no
33,44,1,no
36,255,1,yes
35,439,0,no
47,244,0,no
79,86,0,no
34,105,0,no
41,229,0,no
44,88,0,no
39,721,0,yes
59,83,0,no
25,328,0,no
30,100,0,no
40,161,0,no
49,328,0,no
52,131,0,no
32,76,0,no
45,109,0,no
47,269,0,no
54,220,0,no
32,154,0,no
35,70,1,no
58,422,0,no
27,88,1,no
36,14,0,no
42,106,0,no
55,186,0,yes
39,31,0,no
38,111,0,no
44,139,0,no
43,216,1,no
26,335,0,no
37,243,0,no
35,156,0,no
37,327,0,no
31,475,0,no
51,158,0,no
34,416,0,no
46,122,0,no
35,463,0,no
33,68,0,no
25,97,0,no
41,285,0,no
25,162,0,no
48,319,0,no
55,336,0,no
46,493,0,no
31,303,0,no
40,138,0,no
50,286,0,no
32,464,0,no
32,72,0,no
42,67,0,no
48,31,0,no
