Helpful,StarRatings,Tags,Days,Textual Messages,ID,,Number
,5,http://www.amazon.com/gp/review/R1NDC7V1VMSA82/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 30, 2014",Awesome phone for buck!!!!,"Wiliam A. Levy ""a concerned dude""",Samsung_S5,622
,5,http://www.amazon.com/gp/review/R15S21T2049M15/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 17, 2014",amazing i love this phone!,"John Beise ""jbeise""",Samsung_S5,623
,5,http://www.amazon.com/gp/review/R3LDF73XZY8R39/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 3, 2014",Very happy with this phone,william jason rogers,Samsung_S5,624
,5,http://www.amazon.com/gp/review/RAXW2UMBY5HZP/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 23, 2014",So far do good! Love it!,"Daniel ""I love books that have magic! I also like me some good scifi:-)""",Samsung_S5,625
,5,http://www.amazon.com/gp/review/R1FNBGDKYY5Y9Z/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on December 1, 2014",REALLY LIKE THIS PHONE.,JEANNE,Samsung_S5,626
,5,http://www.amazon.com/gp/review/RTS2B5BQ8D27K/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 4, 2014",Works great no problems,cheatch,Samsung_S5,627
,5,http://www.amazon.com/gp/review/R1O674DS8D5MKU/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 30, 2014",I like it. Good stuff.,Paulo Rodrigues,Samsung_S5,628
,5,http://www.amazon.com/gp/review/R1GG89AIGVQEZP/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 28, 2014",Great phone. Love it.,"B-110 ""Nick""",Samsung_S5,629
,5,http://www.amazon.com/gp/review/R5YDCDB1S24HU/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 5, 2014",Just what I expected.,melvin,Samsung_S5,630
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R3W2RT1OP664WN/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 26, 2014",Simply powerful and awesome. Another world from s3. Powerful processor. Sharp camera image for photos I imported in on cloud and memory card but not highly impressed with first few photos I took with this camera the delay from pushing button and photo being taken is too long. Finger print security totally works for me....followed instructions and swipe full pad.S5 doesn'the have a great speaker phone. Some Samsung apps that were on S3 and Note2 are not here. Do not like chrome as much as Internet Explorer and can't install on phone. Can't read documents as well as on Note 2...Note 2 allows more enlarging than s5 . Note 2 doesn't have great phone clarity though. Note 2 is great mini tablet while S5 is a great phone. So everything isn't perfect but I really love how powerful this phone is from my dead s3. Night and day difference,Norma B.,Samsung_S5,631
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R33AFVA6YEDQS1/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 12, 2014","Excellent, fully satisfied with the price and quality of this phone. Thanx Amazon",Joekool,Samsung_S5,632
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R2R95HOCNMP3IW/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 25, 2014",Got this for my husband and he loves it. It's a great phone and the features are amazing.,Melissa S,Samsung_S5,633
,5,http://www.amazon.com/gp/review/R2WI34BHK3U24R/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 30, 2014",best phone in town.,David,Samsung_S5,634
,5,http://www.amazon.com/gp/review/R3JY7UMGUPLGBG/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 6, 2014",Great battery life.,Dave Dupuy,Samsung_S5,635
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R1VIC88SDNYOJ5/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 19, 2014",Love this phone. Works great and a great savings over Verizon! Set up with no issues.,K. Mayer,Samsung_S5,636
2 of 4 people found the following review helpful,2,http://www.amazon.com/gp/review/RZCZSJSHFPJLC/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 25, 2014","Phone is very nice looking, but it lags like no other. I had my old phone for over 5 years and was much more snappy then the s5. I was really hoping that buying a top tier smart phone I wouldn't be having a lag issue. Just look online and you'll find plenty of people who agree, I should of done more research before buying. Now I'm stuck with this slow slug for 2 years.",chris howard,Samsung_S5,637
,5,http://www.amazon.com/gp/review/RR51IMQOSM6AT/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 24, 2014",I love this phone.,Ed Long,Samsung_S5,638
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R2O5MTD58IIAKI/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 19, 2014",I think everyone agrees that this is currently the best android phone available.,Joshua M. Levine,Samsung_S5,639
,5,http://www.amazon.com/gp/review/R272JHH7QYKUMI/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 16, 2014",My favorite ever,Terry L Johnson Sr,Samsung_S5,640
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R1XR4AMLR936SL/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 18, 2014",II am extreamly happy with my Galaxy S5! Highly recommend this product.,David Rohbeck,Samsung_S5,641
,5,http://www.amazon.com/gp/review/RIXUKCAYE1LO1/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on December 2, 2014",very satisfied,damon robinson,Samsung_S5,642
,5,http://www.amazon.com/gp/review/R3TTHXMAE6IFD7/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 23, 2014",love the phone,Tracey Hawkins,Samsung_S5,643
,4,http://www.amazon.com/gp/review/RV7EKKZJJMTDP/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 8, 2014",love it so far,Michael R. Binder,Samsung_S5,644
,5,http://www.amazon.com/gp/review/R1YNCPEKKGA1DI/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 26, 2014",Awesome deal.,JoAngela Reed,Samsung_S5,645
3 of 5 people found the following review helpful,5,http://www.amazon.com/gp/review/R3RK8AUM8J536R/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 12, 2014",This Phone rocks the caspa.,t.Bentley,Samsung_S5,646
,5,http://www.amazon.com/gp/review/RCR7GEG20R5XD/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 14, 2014",Great phone!,orlando a centeno,Samsung_S5,647
,5,http://www.amazon.com/gp/review/R34GSCOO7ZZFR6/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 12, 2014",Great phone!,Dustin,Samsung_S5,648
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R26TC4HOV854CL/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 5, 2014","Simply love this phone---I'm slowly, but surely learning to use it, but am sure I haven't even made a dent in what it is capable of doing! My hubby has an S3, and I'm having to pry my S5 away from him as he plays with all the features. I think he'll want one when he gets the next upgrade. I had no trouble at all using my upgrade through Verizon to qualify and register for this phone---and it came very quickly---faster than they estimated.","Susie ""Rapid Reader""",Samsung_S5,649
,5,http://www.amazon.com/gp/review/R2ZBAF5AMVLOD2/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 18, 2014",Love it!!!!,Randy Severs,Samsung_S5,650
,5,http://www.amazon.com/gp/review/RV2Y3HVBRMF55/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 20, 2014",great phone,"Gladstone, Michigan",Samsung_S5,651
,5,http://www.amazon.com/gp/review/R31C4318AX1VP4/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 6, 2014",Great phone,Doug,Samsung_S5,652
2 of 4 people found the following review helpful,5,http://www.amazon.com/gp/review/R2KCABFQ8NQO6W/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 3, 2014","Best phone I have ever seen or used, highly recommended for it speed, responsiveness and customizability. A bit large, but its light enough to not be a problem, even with a slim case installed.",Lee D,Samsung_S5,653
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R2HI9NRD43XKET/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 22, 2014",Saved $120 from verizon store. Works great.,Paul Sierzenga,Samsung_S5,654
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R37HCYNB3TTPF3/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 3, 2014",Replaced HTC Resound. S5 is a great phone.,statguy,Samsung_S5,655
1 of 2 people found the following review helpful,4,http://www.amazon.com/gp/review/R3A82LC0G8RMI7/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 23, 2014","Good phone, great screen and overall feel",Tom Anstey,Samsung_S5,656
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R6T2HPHP939BI/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 10, 2014",sent wrong review for otter box. love it,brenda benjamin,Samsung_S5,657
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R1N2UQZA3BOEZA/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on May 16, 2014",This phone is awesome!!! It is everything I expected. Love that you can download music for free because it's a droid!,Jess,Samsung_S5,658
0 of 1 people found the following review helpful,4,http://www.amazon.com/gp/review/R13EJRNKWZLCSO/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 5, 2014","I upgraded from the G3 to this G5 a few weeks ago, and I'm very happy with this phone. I use it for business, personal, and my young son uses it for gaming.The battery life is great, I like the size of the screen, it's sturdy, and it's very user-friendly. I feel bad for people who think they need the latest iphone. Samsung makes great products.",KC,Samsung_S5,659
,5,http://www.amazon.com/gp/review/R265HDYH6H6QOC/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 28, 2014",Excellent,rick roper,Samsung_S5,660
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R120DIN564OMNV/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 25, 2014","Very happy with this phone. Battery life is great, the water-resistant quality is fantastic. (My friend bricked their iPhone by dropping it in a lake by mistake, my phone survived the same drop unscathed.) The camera takes good pictures, and the screen resolution leaves nothing to be desired. Very pleased overall.",Shawn,Samsung_S5,661
,5,http://www.amazon.com/gp/review/R37RNV18YCHQOH/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 28, 2014",Love it!,Barry S Lehman,Samsung_S5,662
3 of 6 people found the following review helpful,2,http://www.amazon.com/gp/review/R1BTYNBW74R724/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 2, 2014","I had the droid razr maxx for two years, just upgraded the the Samsung S5. The razr would 3-4 days with out being charged, if grand kids watched a movie then maybe had to charge it after 2 days. S5- using the phone with everything the same as the droid razr maxx...1.5 hours tops before it's dead. So disappointed, cant let grand daughter play a game because it would be dead in seconds. I downloaded apps to save battery power and still phone is dead in less than 2 hours. I heard there's to be a recall, I hope so, worst upgrade ever.","Carol B. ~ Amazon Customer ""Cat-Book-Photo-Lover""",Samsung_S5,663
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/RBJ3T00OPU0UW/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 20, 2014",Great phone. Love the kid mode.,Amazon Customer,Samsung_S5,664
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R130DZQ6LC1N63/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 29, 2014",I absolutely love this phone.,Rafael,Samsung_S5,665
,5,http://www.amazon.com/gp/review/R16448GWOEFMAQ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 28, 2014",Perfect,Mahdiy Reed,Samsung_S5,666
,5,http://www.amazon.com/gp/review/R3KLIE89M9CBTJ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 4, 2014",Love it,Db,Samsung_S5,667
,5,http://www.amazon.com/gp/review/R1UM8LOFFHKNJP/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 7, 2014",Love it,Norman Kandil,Samsung_S5,668
,5,http://www.amazon.com/gp/review/R2DEDYGX060L78/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 22, 2014",amazing,james,Samsung_S5,669
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R3GQGUFRYK665M/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 10, 2014",My husband love his phone.,Jacqueline McCoy,Samsung_S5,670
4 of 8 people found the following review helpful,2,http://www.amazon.com/gp/review/RO80J1D224URE/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 18, 2014","Coming from an iPhone 5, I expected much better. After riding the iPhone bandwagon for years, I thought it would be a great time to switch over to Android and give it a shot. Being that this was the best phone on the market, performance wise, at the time (mid summer 2014), I went in and bought this phone blindly. This was a huge mistake. This phone is full of bugs and problems. Let me list a few: 1. Bloatware everywhere 2. Unresponsive and laggy (app applications) 3. Camera takes 20 seconds to load 4. Bluetooth audio streaming skips 5. Messages wont send half the time. 6. Phone freezes often 7. Finger print sensor doesn't recognize my finger and has almost bricked my phone before 8. Screen looks burned in and colors fade from top to bottom. 9. Have to clear text messages every other day to speed phone up This phone has so many software problems I can't even begin to get into detail. Its a shame that this phone has such amazing hardware but the software it utilizes is garbage. I feel as if this phone can't allocate RAM properly. The point of having such a fast processor and 2 Gb of RAM is so that multitasking is smooth but this is not the case. If I receive a notification while I'm in an application, the application freezes for a few seconds. God forbid I receive a few notifications in a row... I went to the store recently and played with the latest LG phones and these literally blow the S5 out of the water. The only good thing about this phone is that it takes amazing pictures in daylight. My friends love this phone, so I'm not really sure why I've had such bad experiences with this phone. My charging port wont seal properly, so I'm going to get a replacement and see if it was just my phone in particular that was causing all of these issues. Please do not buy this phone unless you can deal with a huge amount of lag.",Jon K,Samsung_S5,671
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R1BBORTJ36FQGK/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 30, 2014",Best phone on the market.,Zack Gall,Samsung_S5,672
,5,http://www.amazon.com/gp/review/R2CY8NMO06BHW3/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 25, 2014",Thanks,yun ho kang,Samsung_S5,673
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R1QN380XBXUBTG/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 18, 2014","I just picked up a Galaxy S5 from Sams the other day and I love it! The only thing I don't like is the navigation. I have yet to find a good navigation app. Other than that, it's fast and has a nice screen size.",Dustin Newman,Samsung_S5,674
0 of 1 people found the following review helpful,4,http://www.amazon.com/gp/review/R1Y6UP3OQF9LLK/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 4, 2014","No problems so far, liked my Samsung 1 and 3 but major problems. So far, this one is doing fine. Love the heartbeat check sensor, the app that knows how many steps I do a day and its pretty accurate.",Nicole A,Samsung_S5,675
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/RZ8T4N9P2X136/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 6, 2014",Best experience ever,Dion Romero,Samsung_S5,676
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R3G15138FCCSOV/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 7, 2014",Love my new phone,babie,Samsung_S5,677
4 of 8 people found the following review helpful,3,http://www.amazon.com/gp/review/R3DMU1DXL0LM78/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on June 4, 2014","Overall it is a nice enough phone, but for the phone to be waterproof, you have to keep the usb cover closed. Unfortunately you have to open the usb cover to charge the phone. The usb cover is a very cheap plastic cover attached via a very small plastic band. This plastic band wears out and the cover breaks off from the phone. Hence no waterproof phone. If you really want a waterproof phone, look elsewhere or at least read up on the issue of broken usb covers and decide if you want to deal with this hassle. Oh, Samsung will maybe replace your phone under warranty if this happens as long as you give them your phone for 2 weeks and they decide that the cheap plastic was defective and didn't break because you opened the cover too hard. So you can either ignore the waterproof claim, buy a wireless charging cover, or never charge your phone. Do any of those and you are golden. Do anything else and you are at the mercy of Samsung's customer service. Good luck with that.",JT,Samsung_S5,678
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/RARVSZF43XY0F/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 20, 2014",Best phone ever,scott,Samsung_S5,679
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R3PN6JYHIJ0NSC/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 11, 2014",Very satisfied,Richard Warner,Samsung_S5,680
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R3GT5J850LLFMK/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 21, 2014","Leaps and bounds greater (and $100 bucks cheaper) than my old Galaxy S3 I hope it lasts me until whatever the ""S7"" will be.",Kyle Gillen,Samsung_S5,681
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R2JV73ST0EUL9R/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 7, 2014",This phone is a very nice upgrade. I enjoy all the features especially the large screen and great pictures.,Lyndon,Samsung_S5,682
7 of 13 people found the following review helpful,1,http://www.amazon.com/gp/review/R2PU2G9M50BOPO/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on June 8, 2014","Returned the phone to Verizon after testing for about a month & going back to my S3, for now. I don't know how Samsung released a phone that is basically not ready. Almost every app lags, especially compared to my old S3. Tap anything and the norm is a long pause before a reaction. Even on the camera, taking a picture requires several seconds before you can even see what your shot looked like. I read that Samsung is aware that ""limited number"" of S5 have camera issues. Great. The fingerprint sensor takes a while to read; I'm not sure if this is by design, but it is frustrating. Other than that, its a nice touch to have the added security. I really wanted to like this phone and like the way it looks. Oh well. Back to the S3 for now.",Dane Solon,Samsung_S5,683
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R11ST7MPYFMYRV/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 11, 2014",Awesome!!!,L Nielsen,Samsung_S5,684
1 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R2STHWSDYWXWCU/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 29, 2014",very good!,kyung sun suh,Samsung_S5,685
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R1Z2GZ2PBB1IKE/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 9, 2014",This phone is awesome! Upgraded from HTC One and could not be happier!!!,David S. Wade,Samsung_S5,686
,4,http://www.amazon.com/gp/review/R12I7LNZWZ05YU/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 8, 2014",ok,Amazon Customer,Samsung_S5,687
1 of 3 people found the following review helpful,3,http://www.amazon.com/gp/review/R6XJDVXEMZ66A/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 28, 2014","Good phone, Awsome screen! Average battery life, compared to my old Motorola MAXX HD. I personally prefer the stock android OS rather than touchwiz. Some of Samsung's features have been a little glitchy.",Amazon Customer,Samsung_S5,688
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/RL4W2R9VBJ2B5/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 12, 2014",We all know s5. Really nothing bad can be said. Love the price i got it at which i still have not found it at any cheaper price.,luis estrada,Samsung_S5,689
3 of 6 people found the following review helpful,5,http://www.amazon.com/gp/review/R2AS38S89KEYFZ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 5, 2014",Works amazing and is the best out there.,Mathew D. Karmazin,Samsung_S5,690
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R1SVCER72XUN42/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 21, 2014",Great phone so far. Awesome price.,Andrew Bradshaw,Samsung_S5,691
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R1ECWV3EYMK753/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 31, 2014",It was bought as a gift to my son.,GBS,Samsung_S5,692
1 of 3 people found the following review helpful,4,http://www.amazon.com/gp/review/R2J3H692LB4E2R/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 27, 2014",Evidently they added a better antenna than they had on the s4. This should have better reception than the s4.,Brett Bauer,Samsung_S5,693
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R73LK8LQO8OAH/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 13, 2014",I love this phone! !!!!!,Venus Streeter,Samsung_S5,694
0 of 1 people found the following review helpful,4,http://www.amazon.com/gp/review/RXQ8I7S9J3ZAD/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 31, 2014",God Phone and fast,DIY Montana,Samsung_S5,695
1 of 4 people found the following review helpful,4,http://www.amazon.com/gp/review/R2SSNS0HJTNL4M/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on May 3, 2014","First off, the S5 is replacing my HTC Rezound. No matter what I would have purchased, it would have been better than the POFS Rezound. The S5 obviously blows the POFS out of the water but there are still some issues. I have had numerous smart phones beginning with the Motorola Q and moving on to the Palm Treo 700W, Blackberry Touch, HTC Incredible, POFS and now the Samsung S5. First off, the camera takes really good pictures but is still really ""grainy"" when I zoom in. I have not tweaked any of the settings in the camera, even though I have had the S5 since April 11th(opening day). In the 22 days that I have had it, it has turned off 3 times on its own. Once, I was listening to music on the Amazon MP3 app and I answered a phone call but when I ended the call, the phone rebooted on it's own. It boots really fast so it's not much of an issue. Two other times, I was downloading apps, and opening/closing certain other apps and it just decided to reboot. These are not deal breakers. One of the things that is complete junk on this phone is the ""fingerprint scanner"" security option. Maybe it is because I have really big hands and fingers, but it would not work at all, period. It registered my fingerprint but it would never allow me to unlock the phone, using that same finger. I turned that option off and just went back to the typical ""pattern"" security option. POFS wouldn't even work when I tried to install Go Launcher Ex so I was looking forward to using it on the Samsung S5. Nope!! I downloaded Go Launcher Ex and was using it for a few days and everything seemed to be working well. I had it on my nightstand, one evening, and when I picked it up, I noticed it was extremely hot. There was a notice on the screen that said that it was overheating and was shutting down most everything on the phone but the bare minimum until it cooled off. Yes, I have a task killer installed and it is running constantly so I do not think that I had too many apps running. The phone was just sitting on the nightstand. I uninstalled Go Launcher Ex and I have not had that issue again. The Health app is pretty cool but I would trust it about as much as our current dictator. This phone uses USB 3.0 chargers but also will work with your older 2.0 chargers and chords. One of the greatest things about the S5 is the amount of time that a charge will last. POFS got about four hours before it died. Yep, four freaking hours!!! I regularly get about sixteen hours of use before the S5 dies and that is on days where I am using it on regular basis. Today, when I hardly used the S5, I unplugged it at 530AM and after almost 12 hours the phone still has 59% available. As a contractor, one of the big things that drew me to this phone was the fact that it was waterproof but the fact that it is ""dustproof"" is my favorite. There is a ""charger cover"" that seals the charging port and keeps the phone ""dust/waterproof"". I am not sure how durable this little piece will be but it seems to be holding up so far. All in all, this is a good phone and most everyone will be happy with it. I would rate it as 3.51 stars. There will always be room for improvement!",David N. Jorn,Samsung_S5,696
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R3O9MV95WUT7OV/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 17, 2014",No complaints.,Kevin M Kitchen,Samsung_S5,697
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/R1YM6MA53M08CV/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 7, 2014",Phone works great and functions flawlessly,jack Nelson,Samsung_S5,698
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/R23XTCA29NBN3W/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 12, 2014","Got as expected, still trying it out.",DEBORAH L JERSEY,Samsung_S5,699
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/RQ19UXL4A7UPQ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 1, 2014",Absolutely Love this phone!!!!!,Amanda,Samsung_S5,700
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/RUMR0M287OL0T/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 2, 2014",Excellent,"BIG MARK ""dj rogue""",Samsung_S5,701
0 of 1 people found the following review helpful,5,http://www.amazon.com/gp/review/R1SI3IBQXC3CTL/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 12, 2014",the best,Aleksandr BArth,Samsung_S5,702
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/R2APQCHXA2V17I/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 31, 2014",Awesome! Enough said!,jordan matthew,Samsung_S5,703
1 of 4 people found the following review helpful,4,http://www.amazon.com/gp/review/R3E8UBC4YZA08X/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 15, 2014","I wish Samsung wouldn't put so much bloatware on the phone. The bright colours and icons make it hard to find what you are looking for in the settings. Most of the extra software is nothing I will use (and I turned it off). Please give us a vanilla android phone that is a reasonable size. Phones don't need to be Phablets! I tried the LG G3 first and much preferred it. There was just one app that I use extensively that would not run on it but does run fine on the S5, otherwise I would definitely have stayed with the G3.",Rosina Bignall,Samsung_S5,704
